"","team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"1133","Inter Milan","Serie A","Italy","2023","Arrivals","Carlos Augusto","https://www.transfermarkt.com/carlos-augusto/profil/spieler/585982","Left-Back","24","Brazil","Monza","Serie A","Italy",NA,TRUE,"loan transfer","Summer",47,46,1,2326
"1134","Inter Milan","Serie A","Italy","2023","Arrivals","Emil Audero","https://www.transfermarkt.com/emil-audero/profil/spieler/256339","Goalkeeper","26","Indonesia","Sampdoria","Serie B","Italy",NA,TRUE,"loan transfer","Summer",49,6,0,548
"1135","Inter Milan","Serie A","Italy","2023","Arrivals","Marko Arnautovic","https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384","Centre-Forward","34","Austria","Bologna","Serie A","Italy",NA,TRUE,"loan transfer","Summer",38,34,7,1072
"1136","Inter Milan","Serie A","Italy","2023","Arrivals","Francesco Pio Esposito","https://www.transfermarkt.com/francesco-pio-esposito/profil/spieler/930781","Centre-Forward","18","Italy","Inter U20","Primavera 1","Italy",NA,FALSE,"-","Summer",NA,NA,NA,NA
"1137","Inter Milan","Serie A","Italy","2023","Arrivals","Andrea Pinamonti","https://www.transfermarkt.com/andrea-pinamonti/profil/spieler/315865","Centre-Forward","24","Italy","Sassuolo","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1138","Inter Milan","Serie A","Italy","2023","Arrivals","Stefano Sensi","https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179","Central Midfield","27","Italy","Monza","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",30,5,0,80
"1139","Inter Milan","Serie A","Italy","2023","Arrivals","Lorenzo Pirola","https://www.transfermarkt.com/lorenzo-pirola/profil/spieler/487834","Centre-Back","21","Italy","Salernitana","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1140","Inter Milan","Serie A","Italy","2023","Arrivals","Martín Satriano","https://www.transfermarkt.com/martin-satriano/profil/spieler/640109","Centre-Forward","22","Uruguay","FC Empoli","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1141","Inter Milan","Serie A","Italy","2023","Arrivals","Lucien Agoumé","https://www.transfermarkt.com/lucien-agoume/profil/spieler/569384","Defensive Midfield","21","France","Troyes","Ligue 2","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",18,1,0,4
"1142","Inter Milan","Serie A","Italy","2023","Arrivals","Giovanni Fabbian","https://www.transfermarkt.com/giovanni-fabbian/profil/spieler/633668","Attacking Midfield","20","Italy","Reggina","Serie D - I","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1143","Inter Milan","Serie A","Italy","2023","Arrivals","Valentino Lazaro","https://www.transfermarkt.com/valentino-lazaro/profil/spieler/186368","Left Midfield","27","Austria","Torino","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1144","Inter Milan","Serie A","Italy","2023","Arrivals","Darian Males","https://www.transfermarkt.com/darian-males/profil/spieler/507479","Right Midfield","22","Switzerland","FC Basel","Super League","Switzerland",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1145","Inter Milan","Serie A","Italy","2023","Arrivals","Zinho Vanheusden","https://www.transfermarkt.com/zinho-vanheusden/profil/spieler/338672","Centre-Back","23","Belgium","AZ Alkmaar","Eredivisie","Netherlands",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1146","Inter Milan","Serie A","Italy","2023","Arrivals","Facundo Colidio","https://www.transfermarkt.com/facundo-colidio/profil/spieler/491705","Centre-Forward","23","Argentina","Tigre","Liga Profesional (- 23/24)","Argentina",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1147","Inter Milan","Serie A","Italy","2023","Arrivals","Andrei Radu","https://www.transfermarkt.com/andrei-radu/profil/spieler/303657","Goalkeeper","26","Romania","AJ Auxerre","Ligue 2","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1148","Inter Milan","Serie A","Italy","2023","Arrivals","Sebastiano Esposito","https://www.transfermarkt.com/sebastiano-esposito/profil/spieler/538918","Second Striker","20","Italy","Bari","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1149","Inter Milan","Serie A","Italy","2023","Arrivals","Eddie Salcedo","https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661","Centre-Forward","21","Italy","Genoa","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1150","Inter Milan","Serie A","Italy","2023","Arrivals","Filip Stanković","https://www.transfermarkt.com/filip-stankovic/profil/spieler/552223","Goalkeeper","21","Serbia","FC Volendam","Eredivisie","Netherlands",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1151","Inter Milan","Serie A","Italy","2023","Arrivals","Gaetano Oristanio","https://www.transfermarkt.com/gaetano-oristanio/profil/spieler/613393","Attacking Midfield","20","Italy","FC Volendam","Eredivisie","Netherlands",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1152","Inter Milan","Serie A","Italy","2023","Arrivals","Andi Hoti","https://www.transfermarkt.com/andi-hoti/profil/spieler/656095","Centre-Back","20","Kosovo","SC Freiburg II","3. Liga","Germany",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1153","Inter Milan","Serie A","Italy","2023","Arrivals","Tibo Persyn","https://www.transfermarkt.com/tibo-persyn/profil/spieler/486347","Right-Back","21","Belgium","FC Eindhoven","Keuken Kampioen Divisie","Netherlands",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1154","Inter Milan","Serie A","Italy","2023","Arrivals","Marco Pompetti","https://www.transfermarkt.com/marco-pompetti/profil/spieler/459991","Defensive Midfield","23","Italy","Südtirol","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1155","Inter Milan","Serie A","Italy","2023","Arrivals","Franco Vezzoni","https://www.transfermarkt.com/franco-vezzoni/profil/spieler/564532","Left Midfield","21","Argentina","Pro Patria","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1156","Inter Milan","Serie A","Italy","2023","Arrivals","Edoardo Sottini","https://www.transfermarkt.com/edoardo-sottini/profil/spieler/579299","Centre-Back","20","Italy","Avellino","Serie C - C","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1157","Inter Milan","Serie A","Italy","2023","Arrivals","Lorenzo Peschetola","https://www.transfermarkt.com/lorenzo-peschetola/profil/spieler/627624","Attacking Midfield","20","Italy","Latina Calcio","Serie C - C","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1158","Inter Milan","Serie A","Italy","2023","Arrivals","Davide Zugaro","https://www.transfermarkt.com/davide-zugaro/profil/spieler/416371","Left-Back","23","Italy","Sangiuliano","Serie D - D","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1159","Inter Milan","Serie A","Italy","2023","Arrivals","Andrea Moretti","https://www.transfermarkt.com/andrea-moretti/profil/spieler/539631","Centre-Back","21","Italy","Pro Sesto","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1160","Inter Milan","Serie A","Italy","2023","Arrivals","Niccolò Squizzato","https://www.transfermarkt.com/niccolo-squizzato/profil/spieler/487838","Defensive Midfield","21","Italy","Renate","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1161","Inter Milan","Serie A","Italy","2023","Arrivals","Francesco Nunziatini","https://www.transfermarkt.com/francesco-nunziatini/profil/spieler/641556","Central Midfield","20","Italy","San Donato","Serie D - E","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1162","Inter Milan","Serie A","Italy","2023","Arrivals","William Rovida","https://www.transfermarkt.com/william-rovida/profil/spieler/704337","Goalkeeper","20","Italy","Carrarese","Serie C - B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1163","Inter Milan","Serie A","Italy","2023","Arrivals","Alessandro Silvestro","https://www.transfermarkt.com/alessandro-silvestro/profil/spieler/692351","Right-Back","20","Italy","Montevarchi","Serie D - E","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1164","Inter Milan","Serie A","Italy","2023","Arrivals","Fabrizio Bagheria","https://www.transfermarkt.com/fabrizio-bagheria/profil/spieler/537548","Goalkeeper","22","Italy","Livorno","Serie D - E","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1165","Inter Milan","Serie A","Italy","2023","Arrivals","Tajon Buchanan","https://www.transfermarkt.com/tajon-buchanan/profil/spieler/638793","Right Winger","24","Canada","Club Brugge","Jupiler Pro League","Belgium",7300000,FALSE,NA,"Winter",23,10,1,151
"1166","Inter Milan","Serie A","Italy","2023","Arrivals","Eddie Salcedo","https://www.transfermarkt.com/eddie-salcedo/profil/spieler/459661","Centre-Forward","22","Italy","Eldense","LaLiga2","Spain",NA,TRUE,"End of loan Jan 9, 2024","Winter",NA,NA,NA,NA
"1167","Inter Milan","Serie A","Italy","2023","Arrivals","Gabriel Brazão","https://www.transfermarkt.com/gabriel-brazao/profil/spieler/371247","Goalkeeper","23","Brazil","Ternana","Serie B","Italy",NA,TRUE,"End of loan Jan 31, 2024","Winter",NA,NA,NA,NA
"1168","Inter Milan","Serie A","Italy","2023","Arrivals","Alessandro Silvestro","https://www.transfermarkt.com/alessandro-silvestro/profil/spieler/692351","Right-Back","21","Italy","Fiorenzuola","Serie C - A","Italy",NA,TRUE,"End of loan Jan 31, 2024","Winter",NA,NA,NA,NA
"1169","AC Milan","Serie A","Italy","2023","Arrivals","Yunus Musah","https://www.transfermarkt.com/yunus-musah/profil/spieler/503991","Central Midfield","20","United States","Valencia","LaLiga","Spain",21200000,FALSE,NA,"Summer",45,40,0,2241
"1170","AC Milan","Serie A","Italy","2023","Arrivals","Samuel Chukwueze","https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922","Right Winger","24","Nigeria","Villarreal","LaLiga","Spain",21100000,FALSE,NA,"Summer",38,33,3,1380
"1171","AC Milan","Serie A","Italy","2023","Arrivals","Christian Pulisic","https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779","Right Winger","24","United States","Chelsea","Premier League","England",20800000,FALSE,NA,"Summer",50,50,15,3613
"1172","AC Milan","Serie A","Italy","2023","Arrivals","Tijjani Reijnders","https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939","Central Midfield","24","Netherlands","AZ Alkmaar","Eredivisie","Netherlands",20500000,FALSE,NA,"Summer",51,50,4,3871
"1173","AC Milan","Serie A","Italy","2023","Arrivals","Ruben Loftus-Cheek","https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886","Central Midfield","27","England","Chelsea","Premier League","England",18900000,FALSE,NA,"Summer",43,40,10,2860
"1174","AC Milan","Serie A","Italy","2023","Arrivals","Noah Okafor","https://www.transfermarkt.com/noah-okafor/profil/spieler/346890","Left Winger","23","Switzerland","RB Salzburg","Bundesliga","Austria",15500000,FALSE,NA,"Summer",42,36,6,1005
"1175","AC Milan","Serie A","Italy","2023","Arrivals","Marco Pellegrino","https://www.transfermarkt.com/marco-pellegrino/profil/spieler/776303","Centre-Back","21","Argentina","Platense","Liga Profesional (- 23/24)","Argentina",3880000,FALSE,NA,"Summer",10,1,0,68
"1176","AC Milan","Serie A","Italy","2023","Arrivals","Lorenzo Colombo","https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843","Centre-Forward","21","Italy","Lecce","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",2,0,0,0
"1177","AC Milan","Serie A","Italy","2023","Arrivals","Luka Jović","https://www.transfermarkt.com/luka-jovic/profil/spieler/257462","Centre-Forward","25","Serbia","Fiorentina","Serie A","Italy",5e+05,FALSE,NA,"Summer",44,30,9,1242
"1178","AC Milan","Serie A","Italy","2023","Arrivals","Luka Romero","https://www.transfermarkt.com/luka-romero/profil/spieler/769063","Right Winger","18","Argentina","Lazio","Serie A","Italy",0,FALSE,NA,"Summer",23,5,0,156
"1179","AC Milan","Serie A","Italy","2023","Arrivals","Marco Sportiello","https://www.transfermarkt.com/marco-sportiello/profil/spieler/199976","Goalkeeper","31","Italy","Atalanta BC","Serie A","Italy",0,FALSE,NA,"Summer",34,9,0,708
"1180","AC Milan","Serie A","Italy","2023","Arrivals","Chaka Traorè","https://www.transfermarkt.com/chaka-traore/profil/spieler/700998","Left Winger","18","Cote d'Ivoire","Milan U20","Primavera 1","Italy",NA,FALSE,"-","Summer",14,4,2,101
"1181","AC Milan","Serie A","Italy","2023","Arrivals","Lapo Nava","https://www.transfermarkt.com/lapo-nava/profil/spieler/815563","Goalkeeper","19","Italy","Milan U20","Primavera 1","Italy",NA,FALSE,"-","Summer",33,1,0,2
"1182","AC Milan","Serie A","Italy","2023","Arrivals","Daniel Maldini","https://www.transfermarkt.com/daniel-maldini/profil/spieler/539134","Attacking Midfield","21","Italy","Spezia Calcio","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1183","AC Milan","Serie A","Italy","2023","Arrivals","Mattia Caldara","https://www.transfermarkt.com/mattia-caldara/profil/spieler/197470","Centre-Back","29","Italy","Spezia Calcio","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",6,1,0,32
"1184","AC Milan","Serie A","Italy","2023","Arrivals","Marko Lazetić","https://www.transfermarkt.com/marko-lazetic/profil/spieler/698548","Centre-Forward","19","Serbia","SCR Altach","Bundesliga","Austria",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1185","AC Milan","Serie A","Italy","2023","Arrivals","Marco Brescianini","https://www.transfermarkt.com/marco-brescianini/profil/spieler/459128","Central Midfield","23","Italy","Cosenza","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1186","AC Milan","Serie A","Italy","2023","Arrivals","Marco Nasti","https://www.transfermarkt.com/marco-nasti/profil/spieler/629016","Centre-Forward","19","Italy","Cosenza","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1187","AC Milan","Serie A","Italy","2023","Arrivals","Andreas Jungdal","https://www.transfermarkt.com/andreas-jungdal/profil/spieler/592924","Goalkeeper","21","Denmark","SCR Altach","Bundesliga","Austria",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1188","AC Milan","Serie A","Italy","2023","Arrivals","Gabriele Bellodi","https://www.transfermarkt.com/gabriele-bellodi/profil/spieler/406912","Centre-Back","22","Italy","Olbia","Serie C - B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1189","AC Milan","Serie A","Italy","2023","Arrivals","Antonio Mionic","https://www.transfermarkt.com/antonio-mionic/profil/spieler/562259","Central Midfield","22","Croatia","Alessandria","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1190","AC Milan","Serie A","Italy","2023","Arrivals","Filippo Terracciano","https://www.transfermarkt.com/filippo-terracciano/profil/spieler/631007","Right-Back","20","Italy","Hellas Verona","Serie A","Italy",4500000,FALSE,NA,"Winter",26,6,0,124
"1191","AC Milan","Serie A","Italy","2023","Arrivals","Matteo Gabbia","https://www.transfermarkt.com/matteo-gabbia/profil/spieler/323167","Centre-Back","24","Italy","Villarreal","LaLiga","Spain",NA,TRUE,"End of loan Jan 3, 2024","Winter",26,25,3,1810
"1192","AC Milan","Serie A","Italy","2023","Arrivals","Junior Messias","https://www.transfermarkt.com/junior-messias/profil/spieler/449151","Right Winger","32","Brazil","Genoa","Serie A","Italy",NA,TRUE,"End of loan Jan 12, 2024","Winter",NA,NA,NA,NA
"1193","AC Milan","Serie A","Italy","2023","Arrivals","Daniel Maldini","https://www.transfermarkt.com/daniel-maldini/profil/spieler/539134","Attacking Midfield","22","Italy","FC Empoli","Serie A","Italy",NA,TRUE,"End of loan Jan 9, 2024","Winter",NA,NA,NA,NA
"1194","AC Milan","Serie A","Italy","2023","Arrivals","Devis Vásquez","https://www.transfermarkt.com/devis-vasquez/profil/spieler/495722","Goalkeeper","25","Colombia","Sheff Wed","Championship","England",NA,TRUE,"End of loan Jan 18, 2024","Winter",NA,NA,NA,NA
"1195","AC Milan","Serie A","Italy","2023","Arrivals","Emil Roback","https://www.transfermarkt.com/emil-roback/profil/spieler/673495","Centre-Forward","20","Sweden","Norrköping","Allsvenskan","Sweden",NA,TRUE,"End of loan Dec 31, 2023","Winter",NA,NA,NA,NA
"1196","SSC Napoli","Serie A","Italy","2023","Arrivals","Jesper Lindstrøm","https://www.transfermarkt.com/jesper-lindstrom/profil/spieler/513245","Right Winger","23","Denmark","E. Frankfurt","Bundesliga","Germany",3e+07,FALSE,NA,"Summer",43,29,0,587
"1197","SSC Napoli","Serie A","Italy","2023","Arrivals","Giacomo Raspadori","https://www.transfermarkt.com/giacomo-raspadori/profil/spieler/405885","Second Striker","23","Italy","Sassuolo","Serie A","Italy",2.8e+07,FALSE,NA,"Summer",48,47,6,1900
"1198","SSC Napoli","Serie A","Italy","2023","Arrivals","Giovanni Simeone","https://www.transfermarkt.com/giovanni-simeone/profil/spieler/282388","Centre-Forward","27","Argentina","Hellas Verona","Serie A","Italy",1.2e+07,FALSE,NA,"Summer",48,37,3,1093
"1199","SSC Napoli","Serie A","Italy","2023","Arrivals","Jens Cajuste","https://www.transfermarkt.com/jens-cajuste/profil/spieler/468066","Defensive Midfield","24","Sweden","Stade Reims","Ligue 1","France",11500000,FALSE,NA,"Summer",44,35,0,1408
"1200","SSC Napoli","Serie A","Italy","2023","Arrivals","Natan","https://www.transfermarkt.com/natan/profil/spieler/735568","Centre-Back","22","Brazil","RB Bragantino","Série A","Brazil",9500000,FALSE,NA,"Summer",42,21,0,1496
"1201","SSC Napoli","Serie A","Italy","2023","Arrivals","Walid Cheddira","https://www.transfermarkt.com/walid-cheddira/profil/spieler/521407","Centre-Forward","25","Morocco","Bari","Serie B","Italy",3e+06,FALSE,NA,"Summer",NA,NA,NA,NA
"1202","SSC Napoli","Serie A","Italy","2023","Arrivals","Elia Caprile","https://www.transfermarkt.com/elia-caprile/profil/spieler/421873","Goalkeeper","21","Italy","Bari","Serie B","Italy",2200000,FALSE,NA,"Summer",NA,NA,NA,NA
"1203","SSC Napoli","Serie A","Italy","2023","Arrivals","Nosa Edward Obaretin","https://www.transfermarkt.com/nosa-edward-obaretin/profil/spieler/704456","Centre-Back","20","Italy","Napoli U19","Primavera 2 - B","Italy",NA,FALSE,"-","Summer",NA,NA,NA,NA
"1204","SSC Napoli","Serie A","Italy","2023","Arrivals","Andrea Petagna","https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258","Centre-Forward","28","Italy","Monza","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1205","SSC Napoli","Serie A","Italy","2023","Arrivals","Alessandro Zanoli","https://www.transfermarkt.com/alessandro-zanoli/profil/spieler/397225","Right-Back","22","Italy","Sampdoria","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",26,6,0,142
"1206","SSC Napoli","Serie A","Italy","2023","Arrivals","Sebastiano Luperto","https://www.transfermarkt.com/sebastiano-luperto/profil/spieler/278531","Centre-Back","26","Italy","FC Empoli","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1207","SSC Napoli","Serie A","Italy","2023","Arrivals","Michael Folorunsho","https://www.transfermarkt.com/michael-folorunsho/profil/spieler/377042","Central Midfield","25","Italy","Bari","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1208","SSC Napoli","Serie A","Italy","2023","Arrivals","Giuseppe Ambrosino","https://www.transfermarkt.com/giuseppe-ambrosino/profil/spieler/707295","Centre-Forward","19","Italy","Cittadella","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1209","SSC Napoli","Serie A","Italy","2023","Arrivals","Nikita Contini","https://www.transfermarkt.com/nikita-contini/profil/spieler/250683","Goalkeeper","27","Italy","Reggina","Serie D - I","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",46,1,0,16
"1210","SSC Napoli","Serie A","Italy","2023","Arrivals","Antonio Cioffi","https://www.transfermarkt.com/antonio-cioffi/profil/spieler/566936","Left Winger","20","Italy","Pontedera","Serie C - B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1211","SSC Napoli","Serie A","Italy","2023","Arrivals","Filippo Costa","https://www.transfermarkt.com/filippo-costa/profil/spieler/197743","Left-Back","28","Italy","Foggia","Serie C - C","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1212","SSC Napoli","Serie A","Italy","2023","Arrivals","Leonardo Candellone","https://www.transfermarkt.com/leonardo-candellone/profil/spieler/342341","Centre-Forward","25","Italy","Pordenone ",NA,"Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1213","SSC Napoli","Serie A","Italy","2023","Arrivals","Giuseppe D'Agostino","https://www.transfermarkt.com/giuseppe-dagostino/profil/spieler/662562","Left Winger","20","Italy","Juve Stabia","Serie C - C","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1214","SSC Napoli","Serie A","Italy","2023","Arrivals","Francesco Mezzoni","https://www.transfermarkt.com/francesco-mezzoni/profil/spieler/395190","Right-Back","23","Italy","Ancona","Serie C - B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1215","SSC Napoli","Serie A","Italy","2023","Arrivals","Coli Saco","https://www.transfermarkt.com/coli-saco/profil/spieler/820633","Central Midfield","21","Mali","Pro Vercelli","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1216","SSC Napoli","Serie A","Italy","2023","Arrivals","Antonio Vergara","https://www.transfermarkt.com/antonio-vergara/profil/spieler/703245","Attacking Midfield","20","Italy","Pro Vercelli","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1217","SSC Napoli","Serie A","Italy","2023","Arrivals","Valerio Labriola","https://www.transfermarkt.com/valerio-labriola/profil/spieler/421781","Central Midfield","22","Italy","Taranto","Serie C - C","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1218","SSC Napoli","Serie A","Italy","2023","Arrivals","Lorenzo Sgarbi","https://www.transfermarkt.com/lorenzo-sgarbi/profil/spieler/535797","Second Striker","22","Italy","Pro Sesto","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1219","SSC Napoli","Serie A","Italy","2023","Arrivals","Davide Costanzo","https://www.transfermarkt.com/davide-costanzo/profil/spieler/618505","Centre-Back","20","Italy","Pro Vercelli","Serie C - A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1220","SSC Napoli","Serie A","Italy","2023","Arrivals","Cyril Ngonge","https://www.transfermarkt.com/cyril-ngonge/profil/spieler/358032","Right Winger","23","Belgium","Hellas Verona","Serie A","Italy",2e+07,FALSE,NA,"Winter",15,14,1,308
"1221","SSC Napoli","Serie A","Italy","2023","Arrivals","Pasquale Mazzocchi","https://www.transfermarkt.com/pasquale-mazzocchi/profil/spieler/250153","Right-Back","28","Italy","Salernitana","Serie A","Italy",3e+06,FALSE,NA,"Winter",23,12,0,583
"1222","SSC Napoli","Serie A","Italy","2023","Arrivals","Leander Dendoncker","https://www.transfermarkt.com/leander-dendoncker/profil/spieler/168157","Defensive Midfield","28","Belgium","Aston Villa","Premier League","England",608000,TRUE,NA,"Winter",16,3,0,21
"1223","SSC Napoli","Serie A","Italy","2023","Arrivals","Hamed Junior Traoré","https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065","Attacking Midfield","23","Cote d'Ivoire","Bournemouth","Premier League","England",NA,TRUE,"loan transfer","Winter",19,11,0,483
"1224","SSC Napoli","Serie A","Italy","2023","Arrivals","Giuseppe D'Agostino","https://www.transfermarkt.com/giuseppe-dagostino/profil/spieler/662562","Left Winger","20","Italy","Monopoli ","Serie C - C","Italy",NA,TRUE,"End of loan Jan 28, 2024","Winter",NA,NA,NA,NA
"1225","SSC Napoli","Serie A","Italy","2023","Arrivals","Daniel Hysaj","https://www.transfermarkt.com/daniel-hysaj/profil/spieler/819239","Centre-Back","19","Albania","Taranto","Serie C - C","Italy",NA,TRUE,"End of loan Jan 31, 2024","Winter",NA,NA,NA,NA
"1226","Juventus FC","Serie A","Italy","2023","Arrivals","Manuel Locatelli","https://www.transfermarkt.com/manuel-locatelli/profil/spieler/265088","Defensive Midfield","25","Italy","Sassuolo","Serie A","Italy",36400000,FALSE,NA,"Summer",41,40,1,3343
"1227","Juventus FC","Serie A","Italy","2023","Arrivals","Moise Kean","https://www.transfermarkt.com/moise-kean/profil/spieler/364135","Centre-Forward","23","Italy","Everton","Premier League","England",3e+07,FALSE,NA,"Summer",25,20,0,654
"1228","Juventus FC","Serie A","Italy","2023","Arrivals","Timothy Weah","https://www.transfermarkt.com/timothy-weah/profil/spieler/370846","Right Winger","23","United States","LOSC Lille","Ligue 1","France",1.1e+07,FALSE,NA,"Summer",37,35,1,1381
"1229","Juventus FC","Serie A","Italy","2023","Arrivals","Arkadiusz Milik","https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891","Centre-Forward","29","Poland","Marseille","Ligue 1","France",7300000,FALSE,NA,"Summer",36,36,8,1056
"1230","Juventus FC","Serie A","Italy","2023","Arrivals","Facundo González","https://www.transfermarkt.com/facundo-gonzalez/profil/spieler/825199","Centre-Back","20","Uruguay","Valencia B","Segunda Federación - Gr. III","Spain",1750000,FALSE,NA,"Summer",NA,NA,NA,NA
"1231","Juventus FC","Serie A","Italy","2023","Arrivals","Hans Nicolussi Caviglia","https://www.transfermarkt.com/hans-nicolussi-caviglia/profil/spieler/430280","Central Midfield","23","Italy","Juve Next Gen","Serie C - B","Italy",NA,FALSE,"-","Summer",43,10,0,356
"1232","Juventus FC","Serie A","Italy","2023","Arrivals","Dejan Kulusevski","https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755","Attacking Midfield","23","Sweden","Tottenham","Premier League","England",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1233","Juventus FC","Serie A","Italy","2023","Arrivals","Denis Zakaria","https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526","Defensive Midfield","26","Switzerland","Chelsea","Premier League","England",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"1234","Juventus FC","Serie A","Italy","2023","Arrivals","Weston McKennie","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","Central Midfield","24","United States","Leeds","Championship","England",NA,TRUE,"End of loan Jun 30, 2023","Summer",41,38,0,2952
