"","team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"384","FC Barcelona","LaLiga","Spain","2021","Arrivals","Eric García","https://www.transfermarkt.com/eric-garcia/profil/spieler/466794","Centre-Back","20","Spain","Man City","Premier League","England",0,FALSE,NA,"Summer",45,36,0,2809
"385","FC Barcelona","LaLiga","Spain","2021","Arrivals","Sergio Agüero","https://www.transfermarkt.com/sergio-aguero/profil/spieler/26399","Centre-Forward","33","Argentina","Man City","Premier League","England",0,FALSE,NA,"Summer",5,5,1,165
"386","FC Barcelona","LaLiga","Spain","2021","Arrivals","Luuk de Jong","https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522","Centre-Forward","31","Netherlands","Sevilla FC","LaLiga","Spain",NA,TRUE,"loan transfer","Summer",46,29,7,937
"387","FC Barcelona","LaLiga","Spain","2021","Arrivals","Ilaix Moriba","https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074","Central Midfield","18","Guinea","Barça Atlètic","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",NA,NA,NA,NA
"388","FC Barcelona","LaLiga","Spain","2021","Arrivals","Álex Collado","https://www.transfermarkt.com/alex-collado/profil/spieler/282722","Right Winger","22","Spain","Barça Atlètic","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",NA,NA,NA,NA
"389","FC Barcelona","LaLiga","Spain","2021","Arrivals","Rey Manaj","https://www.transfermarkt.com/rey-manaj/profil/spieler/308278","Centre-Forward","24","Albania","Barça Atlètic","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",3,0,0,0
"390","FC Barcelona","LaLiga","Spain","2021","Arrivals","Nico González","https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805","Central Midfield","19","Spain","Barça Atlètic","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",46,37,2,1690
"391","FC Barcelona","LaLiga","Spain","2021","Arrivals","Gavi","https://www.transfermarkt.com/gavi/profil/spieler/646740","Central Midfield","16","Spain","Barça U19",NA,"Spain",NA,FALSE,"-","Summer",49,47,2,3090
"392","FC Barcelona","LaLiga","Spain","2021","Arrivals","Carles Aleñá","https://www.transfermarkt.com/carles-alena/profil/spieler/284854","Central Midfield","23","Spain","Getafe","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"393","FC Barcelona","LaLiga","Spain","2021","Arrivals","Jean-Clair Todibo","https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184","Centre-Back","21","France","OGC Nice","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"394","FC Barcelona","LaLiga","Spain","2021","Arrivals","Juan Miranda","https://www.transfermarkt.com/juan-miranda/profil/spieler/341227","Left-Back","21","Spain","Real Betis","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"395","FC Barcelona","LaLiga","Spain","2021","Arrivals","Monchu","https://www.transfermarkt.com/monchu/profil/spieler/282727","Central Midfield","21","Spain","Girona","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"396","FC Barcelona","LaLiga","Spain","2021","Arrivals","Ferran Torres","https://www.transfermarkt.com/ferran-torres/profil/spieler/398184","Right Winger","21","Spain","Man City","Premier League","England",5.5e+07,FALSE,NA,"Winter",26,26,7,2060
"397","FC Barcelona","LaLiga","Spain","2021","Arrivals","Pierre-Emerick Aubameyang","https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864","Centre-Forward","32","Gabon","Arsenal","Premier League","England",0,FALSE,NA,"Winter",23,23,13,1514
"398","FC Barcelona","LaLiga","Spain","2021","Arrivals","Adama Traoré","https://www.transfermarkt.com/adama-traore/profil/spieler/204103","Right Winger","26","Spain","Wolves","Premier League","England",NA,TRUE,"loan transfer","Winter",23,17,0,734
"399","FC Barcelona","LaLiga","Spain","2021","Arrivals","Iñaki Peña","https://www.transfermarkt.com/inaki-pena/profil/spieler/283170","Goalkeeper","22","Spain","Barça Atlètic","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Winter",26,0,0,0
"400","FC Barcelona","LaLiga","Spain","2021","Arrivals","Dani Alves","https://www.transfermarkt.com/dani-alves/profil/spieler/15951","Right-Back","38","Brazil","Without Club",NA,NA,NA,FALSE,"-","Winter",20,17,1,1392
"401","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Rodrigo De Paul","https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901","Central Midfield","27","Argentina","Udinese","Serie A","Italy",3.5e+07,FALSE,NA,"Summer",50,48,4,2940
"402","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Matheus Cunha","https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894","Centre-Forward","22","Brazil","Hertha BSC","Bundesliga","Germany",3.5e+07,FALSE,NA,"Summer",41,37,7,1278
"403","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Antoine Griezmann","https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781","Centre-Forward","30","France","Barcelona","LaLiga","Spain",1e+07,TRUE,NA,"Summer",37,36,8,2260
"404","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Marcos Paulo","https://www.transfermarkt.com/marcos-paulo/profil/spieler/612496","Left Winger","20","Portugal","Fluminense","Série A","Brazil",0,FALSE,NA,"Summer",NA,NA,NA,NA
"405","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Benjamin Lecomte","https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181","Goalkeeper","30","France","Monaco","Ligue 1","Monaco",NA,TRUE,"loan transfer","Summer",49,0,0,0
"406","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Borja Garcés","https://www.transfermarkt.com/borja-garces/profil/spieler/566036","Centre-Forward","21","Spain","Atl. Madrid B",NA,"Spain",NA,FALSE,"-","Summer",NA,NA,NA,NA
"407","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Sergio Camello","https://www.transfermarkt.com/sergio-camello/profil/spieler/505674","Centre-Forward","20","Spain","Atl. Madrid B",NA,"Spain",NA,FALSE,"-","Summer",3,0,0,0
"408","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Juan Manuel Sanabria","https://www.transfermarkt.com/juan-manuel-sanabria/profil/spieler/446106","Left-Back","21","Uruguay","Atl. Madrid B",NA,"Spain",NA,FALSE,"-","Summer",NA,NA,NA,NA
"409","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Manu Sánchez","https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809","Left-Back","20","Spain","CA Osasuna","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"410","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Santiago Arias","https://www.transfermarkt.com/santiago-arias/profil/spieler/120443","Right-Back","29","Colombia","B. Leverkusen","Bundesliga","Germany",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"411","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Nicolás Ibáñez","https://www.transfermarkt.com/nicolas-ibanez/profil/spieler/267753","Centre-Forward","26","Argentina","San Luis","Liga MX Apertura","Mexico",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"412","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Nehuén Pérez","https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693","Centre-Back","21","Argentina","Granada CF","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",1,0,0,0
"413","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Javi Montero","https://www.transfermarkt.com/javi-montero/profil/spieler/396333","Centre-Back","22","Spain","Besiktas","Süper Lig","Türkiye",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"414","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Víctor Mollejo","https://www.transfermarkt.com/victor-mollejo/profil/spieler/505673","Left Winger","20","Spain","RCD Mallorca","LaLiga","Spain",NA,TRUE,"End of loan Aug 30, 2021","Summer",NA,NA,NA,NA
"415","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Rodrigo Riquelme","https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617","Left Winger","21","Spain","Bournemouth","Championship","England",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"416","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Axel Werner","https://www.transfermarkt.com/axel-werner/profil/spieler/236734","Goalkeeper","25","Argentina","San Luis","Liga MX Apertura","Mexico",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"417","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Ivan Saponjic","https://www.transfermarkt.com/ivan-saponjic/profil/spieler/274347","Centre-Forward","23","Serbia","Cádiz CF","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",4,0,0,0
"418","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Reinildo Mandava","https://www.transfermarkt.com/reinildo-mandava/profil/spieler/240692","Left-Back","28","Mozambique","LOSC Lille","Ligue 1","France",3e+06,FALSE,NA,"Winter",21,21,0,1658
"419","Atlético de Madrid","LaLiga","Spain","2021","Arrivals","Daniel Wass","https://www.transfermarkt.com/daniel-wass/profil/spieler/63463","Central Midfield","32","Denmark","Valencia","LaLiga","Spain",2700000,FALSE,NA,"Winter",12,1,0,45
"420","Villarreal CF","LaLiga","Spain","2021","Arrivals","Arnaut Danjuma","https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861","Left Winger","24","Netherlands","Bournemouth","Championship","England",23500000,FALSE,NA,"Summer",34,34,16,2385
"421","Villarreal CF","LaLiga","Spain","2021","Arrivals","Juan Foyth","https://www.transfermarkt.com/juan-foyth/profil/spieler/480763","Right-Back","23","Argentina","Tottenham","Premier League","England",1.5e+07,FALSE,NA,"Summer",45,38,1,3023
"422","Villarreal CF","LaLiga","Spain","2021","Arrivals","Boulaye Dia","https://www.transfermarkt.com/boulaye-dia/profil/spieler/626913","Centre-Forward","24","Senegal","Stade Reims","Ligue 1","France",1.2e+07,FALSE,NA,"Summer",41,35,7,1655
"423","Villarreal CF","LaLiga","Spain","2021","Arrivals","Manu Morlanes","https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225","Central Midfield","22","Spain","UD Almería","LaLiga2","Spain",4e+06,FALSE,NA,"Summer",1,1,0,35
"424","Villarreal CF","LaLiga","Spain","2021","Arrivals","Aïssa Mandi","https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293","Centre-Back","29","Algeria","Real Betis","LaLiga","Spain",0,FALSE,NA,"Summer",51,22,2,1609
"425","Villarreal CF","LaLiga","Spain","2021","Arrivals","Serge Aurier","https://www.transfermarkt.com/serge-aurier/profil/spieler/127032","Right-Back","28","Cote d'Ivoire","Without Club",NA,NA,NA,FALSE,"-","Summer",27,24,0,1132
"426","Villarreal CF","LaLiga","Spain","2021","Arrivals","Álex Millán","https://www.transfermarkt.com/alex-millan/profil/spieler/412041","Centre-Forward","21","Spain","Villarreal CF B","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",NA,NA,NA,NA
"427","Villarreal CF","LaLiga","Spain","2021","Arrivals","Jorge Cuenca","https://www.transfermarkt.com/jorge-cuenca/profil/spieler/494880","Centre-Back","21","Spain","UD Almería","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",4,0,0,0
"428","Villarreal CF","LaLiga","Spain","2021","Arrivals","Javi Ontiveros","https://www.transfermarkt.com/javi-ontiveros/profil/spieler/298983","Left Winger","23","Spain","SD Huesca","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"429","Villarreal CF","LaLiga","Spain","2021","Arrivals","Manu Morlanes","https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225","Central Midfield","22","Spain","UD Almería","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",1,1,0,35
"430","Villarreal CF","LaLiga","Spain","2021","Arrivals","Mario González","https://www.transfermarkt.com/mario-gonzalez/profil/spieler/255995","Centre-Forward","25","Spain","Tondela","Liga Portugal","Portugal",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"431","Villarreal CF","LaLiga","Spain","2021","Arrivals","Xavi Quintillà","https://www.transfermarkt.com/xavi-quintilla/profil/spieler/204102","Left-Back","24","Spain","Norwich","Premier League","England",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"432","Villarreal CF","LaLiga","Spain","2021","Arrivals","Miguel Llambrich","https://www.transfermarkt.com/miguel-llambrich/profil/spieler/399775","Right-Back","25","Spain","Espanyol","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"433","Villarreal CF","LaLiga","Spain","2021","Arrivals","Soufiane Chakla","https://www.transfermarkt.com/soufiane-chakla/profil/spieler/236956","Centre-Back","27","Morocco","Getafe","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"434","Villarreal CF","LaLiga","Spain","2021","Arrivals","Enric Franquesa","https://www.transfermarkt.com/enric-franquesa/profil/spieler/282700","Left-Back","24","Spain","Girona","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"435","Villarreal CF","LaLiga","Spain","2021","Arrivals","Iván Martín","https://www.transfermarkt.com/ivan-martin/profil/spieler/341278","Attacking Midfield","22","Spain","CD Mirandés","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"436","Villarreal CF","LaLiga","Spain","2021","Arrivals","Giovani Lo Celso","https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795","Central Midfield","25","Argentina","Tottenham","Premier League","England",NA,TRUE,"loan transfer","Winter",22,22,1,1520
"437","Villarreal CF","LaLiga","Spain","2021","Arrivals","Serge Aurier","https://www.transfermarkt.com/serge-aurier/profil/spieler/127032","Right-Back","28","Cote d'Ivoire","Without Club",NA,NA,NA,FALSE,"-","Winter",27,24,0,1132
"438","Villarreal CF","LaLiga","Spain","2021","Arrivals","Santiago Cáseres","https://www.transfermarkt.com/santiago-caseres/profil/spieler/466298","Defensive Midfield","24","Argentina","Vélez Sarsfield","Liga Profesional (- 23/24)","Argentina",NA,TRUE,"End of loan Dec 31, 2021","Winter",NA,NA,NA,NA
"439","Villarreal CF","LaLiga","Spain","2021","Arrivals","Javi Ontiveros","https://www.transfermarkt.com/javi-ontiveros/profil/spieler/298983","Left Winger","24","Spain","CA Osasuna","LaLiga","Spain",NA,TRUE,"End of loan Jan 28, 2022","Winter",NA,NA,NA,NA
"440","Villarreal CF","LaLiga","Spain","2021","Arrivals","Iván Martín","https://www.transfermarkt.com/ivan-martin/profil/spieler/341278","Attacking Midfield","22","Spain","Alavés","LaLiga","Spain",NA,TRUE,"End of loan Jan 26, 2022","Winter",NA,NA,NA,NA
"441","Sevilla FC","LaLiga","Spain","2021","Arrivals","Rafa Mir","https://www.transfermarkt.com/rafa-mir/profil/spieler/361254","Centre-Forward","24","Spain","Wolves","Premier League","England",1.6e+07,FALSE,NA,"Summer",48,47,13,2470
"442","Sevilla FC","LaLiga","Spain","2021","Arrivals","Gonzalo Montiel","https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733","Right-Back","24","Argentina","River Plate","Liga Profesional (- 23/24)","Argentina",1.1e+07,FALSE,NA,"Summer",42,28,1,1645
"443","Sevilla FC","LaLiga","Spain","2021","Arrivals","Thomas Delaney","https://www.transfermarkt.com/thomas-delaney/profil/spieler/91849","Central Midfield","29","Denmark","Bor. Dortmund","Bundesliga","Germany",6e+06,FALSE,NA,"Summer",38,35,2,2020
"444","Sevilla FC","LaLiga","Spain","2021","Arrivals","Ludwig Augustinsson","https://www.transfermarkt.com/ludwig-augustinsson/profil/spieler/170646","Left-Back","27","Sweden","Werder Bremen","2. Bundesliga","Germany",5500000,FALSE,NA,"Summer",49,27,0,1297
"445","Sevilla FC","LaLiga","Spain","2021","Arrivals","Erik Lamela","https://www.transfermarkt.com/erik-lamela/profil/spieler/111630","Right Winger","29","Argentina","Tottenham","Premier League","England",0,FALSE,NA,"Summer",25,24,5,1134
"446","Sevilla FC","LaLiga","Spain","2021","Arrivals","Marko Dmitrovic","https://www.transfermarkt.com/marko-dmitrovic/profil/spieler/94308","Goalkeeper","29","Serbia","SD Eibar","LaLiga2","Spain",0,FALSE,NA,"Summer",50,9,0,870
"447","Sevilla FC","LaLiga","Spain","2021","Arrivals","Bryan Gil","https://www.transfermarkt.com/bryan-gil/profil/spieler/537382","Left Winger","20","Spain","SD Eibar","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"448","Sevilla FC","LaLiga","Spain","2021","Arrivals","Oussama Idrissi","https://www.transfermarkt.com/oussama-idrissi/profil/spieler/241391","Left Winger","25","Morocco","Ajax","Eredivisie","Netherlands",NA,TRUE,"End of loan Jun 30, 2021","Summer",24,7,0,246
"449","Sevilla FC","LaLiga","Spain","2021","Arrivals","Rony Lopes","https://www.transfermarkt.com/rony-lopes/profil/spieler/174694","Right Winger","25","Portugal","OGC Nice","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"450","Sevilla FC","LaLiga","Spain","2021","Arrivals","Guilherme Arana","https://www.transfermarkt.com/guilherme-arana/profil/spieler/346766","Left-Back","24","Brazil","Atlético-MG","Série A","Brazil",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"451","Sevilla FC","LaLiga","Spain","2021","Arrivals","Ibrahim Amadou","https://www.transfermarkt.com/ibrahim-amadou/profil/spieler/205503","Defensive Midfield","28","France","Angers SCO","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"452","Sevilla FC","LaLiga","Spain","2021","Arrivals","Álex Pozo","https://www.transfermarkt.com/alex-pozo/profil/spieler/341272","Right-Back","22","Spain","SD Eibar","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",1,0,0,0
"453","Sevilla FC","LaLiga","Spain","2021","Arrivals","Juan Berrocal","https://www.transfermarkt.com/juan-berrocal/profil/spieler/461843","Centre-Back","22","Spain","CD Mirandés","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"454","Sevilla FC","LaLiga","Spain","2021","Arrivals","Juan Soriano","https://www.transfermarkt.com/juan-soriano/profil/spieler/251892","Goalkeeper","23","Spain","Málaga CF","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"455","Sevilla FC","LaLiga","Spain","2021","Arrivals","José Alonso Lara","https://www.transfermarkt.com/jose-alonso-lara/profil/spieler/461858","Left Winger","21","Spain","Dep. La Coruña","Primera Federación - Gr. I","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"456","Sevilla FC","LaLiga","Spain","2021","Arrivals","Jesús Corona","https://www.transfermarkt.com/jesus-corona/profil/spieler/125165","Right Winger","29","Mexico","FC Porto","Liga Portugal","Portugal",3e+06,FALSE,NA,"Winter",22,22,2,1439
"457","Sevilla FC","LaLiga","Spain","2021","Arrivals","Anthony Martial","https://www.transfermarkt.com/anthony-martial/profil/spieler/182877","Centre-Forward","26","France","Man Utd","Premier League","England",NA,TRUE,"loan transfer","Winter",12,12,1,673
"458","Real Sociedad","LaLiga","Spain","2021","Arrivals","Alexander Sørloth","https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407","Centre-Forward","25","Norway","RB Leipzig","Bundesliga","Germany",2e+06,TRUE,NA,"Summer",44,44,8,2253
"459","Real Sociedad","LaLiga","Spain","2021","Arrivals","Diego Rico","https://www.transfermarkt.com/diego-rico/profil/spieler/249513","Left-Back","28","Spain","Bournemouth","Championship","England",5e+05,FALSE,NA,"Summer",33,26,0,1922
"460","Real Sociedad","LaLiga","Spain","2021","Arrivals","Mathew Ryan","https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969","Goalkeeper","29","Australia","Brighton","Premier League","England",0,FALSE,NA,"Summer",46,9,0,810
"461","Real Sociedad","LaLiga","Spain","2021","Arrivals","Robert Navarro","https://www.transfermarkt.com/robert-navarro/profil/spieler/563137","Attacking Midfield","19","Spain","Real Sociedad B","LaLiga2","Spain",NA,FALSE,"-","Summer",26,7,0,259
"462","Real Sociedad","LaLiga","Spain","2021","Arrivals","Willian José","https://www.transfermarkt.com/willian-jose/profil/spieler/122155","Centre-Forward","29","Brazil","Wolves","Premier League","England",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"463","Real Sociedad","LaLiga","Spain","2021","Arrivals","Kévin Rodrigues","https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947","Left-Back","27","Portugal","SD Eibar","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"464","Real Sociedad","LaLiga","Spain","2021","Arrivals","Rafinha","https://www.transfermarkt.com/rafinha/profil/spieler/129473","Attacking Midfield","28","Brazil","Paris SG","Ligue 1","France",NA,TRUE,"loan transfer","Winter",22,21,1,1265
"465","Valencia CF","LaLiga","Spain","2021","Arrivals","Marcos André","https://www.transfermarkt.com/marcos-andre/profil/spieler/481084","Centre-Forward","24","Brazil","Real Valladolid","LaLiga2","Spain",8500000,FALSE,NA,"Summer",40,35,3,1325
"466","Valencia CF","LaLiga","Spain","2021","Arrivals","Dimitri Foulquier","https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472","Right-Back","28","Guadeloupe","Granada CF","LaLiga","Spain",2500000,FALSE,NA,"Summer",36,36,0,2876
"467","Valencia CF","LaLiga","Spain","2021","Arrivals","Giorgi Mamardashvili","https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676","Goalkeeper","20","Georgia","Dinamo Tbilisi","Erovnuli Liga","Georgia",2e+05,TRUE,NA,"Summer",43,21,0,1920
"468","Valencia CF","LaLiga","Spain","2021","Arrivals","Hélder Costa","https://www.transfermarkt.com/helder-costa/profil/spieler/173900","Right Winger","27","Angola","Leeds","Premier League","England",NA,TRUE,"loan transfer","Summer",40,27,0,1229
"469","Valencia CF","LaLiga","Spain","2021","Arrivals","Hugo Duro","https://www.transfermarkt.com/hugo-duro/profil/spieler/573775","Centre-Forward","21","Spain","Getafe","LaLiga","Spain",NA,TRUE,"loan transfer","Summer",37,36,10,2380
"470","Valencia CF","LaLiga","Spain","2021","Arrivals","Omar Alderete","https://www.transfermarkt.com/omar-alderete/profil/spieler/353032","Centre-Back","24","Paraguay","Hertha BSC","Bundesliga","Germany",NA,TRUE,"loan transfer","Summer",37,34,2,2845
"471","Valencia CF","LaLiga","Spain","2021","Arrivals","Rubén Sobrino","https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383","Centre-Forward","29","Spain","Cádiz CF","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",3,1,0,13
"472","Valencia CF","LaLiga","Spain","2021","Arrivals","Jorge Sáenz","https://www.transfermarkt.com/jorge-saenz/profil/spieler/340339","Centre-Back","24","Spain","Celta de Vigo","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"473","Valencia CF","LaLiga","Spain","2021","Arrivals","Javi Jiménez","https://www.transfermarkt.com/javi-jimenez/profil/spieler/251860","Centre-Back","24","Spain","Albacete","Primera Federación - Gr. II","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",NA,NA,NA,NA
"474","Valencia CF","LaLiga","Spain","2021","Arrivals","Giorgi Mamardashvili","https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676","Goalkeeper","21","Georgia","Dinamo Tbilisi","Erovnuli Liga","Georgia",3850000,FALSE,NA,"Winter",43,21,0,1920
"475","Valencia CF","LaLiga","Spain","2021","Arrivals","Eray Cömert","https://www.transfermarkt.com/eray-comert/profil/spieler/298583","Centre-Back","23","Switzerland","FC Basel","Super League","Switzerland",8e+05,FALSE,NA,"Winter",20,9,0,476
"476","Valencia CF","LaLiga","Spain","2021","Arrivals","Bryan Gil","https://www.transfermarkt.com/bryan-gil/profil/spieler/537382","Left Winger","20","Spain","Tottenham","Premier League","England",5e+05,TRUE,NA,"Winter",19,17,0,1036
"477","Valencia CF","LaLiga","Spain","2021","Arrivals","Ilaix Moriba","https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074","Central Midfield","19","Guinea","RB Leipzig","Bundesliga","Germany",NA,TRUE,"loan transfer","Winter",18,18,0,1099
"478","Valencia CF","LaLiga","Spain","2021","Arrivals","Koba Koindredi","https://www.transfermarkt.com/koba-koindredi/profil/spieler/569375","Central Midfield","20","France","Valencia B",NA,"Spain",NA,FALSE,"-","Winter",27,13,1,376
"479","Valencia CF","LaLiga","Spain","2021","Arrivals","Jesús Vázquez","https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024","Left-Back","18","Spain","Valencia B",NA,"Spain",NA,FALSE,"-","Winter",43,17,0,981
"480","Valencia CF","LaLiga","Spain","2021","Arrivals","Jorge Sáenz","https://www.transfermarkt.com/jorge-saenz/profil/spieler/340339","Centre-Back","25","Spain","Marítimo","Liga Portugal","Portugal",NA,TRUE,"End of loan Jan 29, 2022","Winter",NA,NA,NA,NA
"481","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Germán Pezzella","https://www.transfermarkt.com/german-pezzella/profil/spieler/113133","Centre-Back","30","Argentina","Fiorentina","Serie A","Italy",3250000,FALSE,NA,"Summer",44,34,1,3065
"482","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Willian José","https://www.transfermarkt.com/willian-jose/profil/spieler/122155","Centre-Forward","29","Brazil","Real Sociedad","LaLiga","Spain",960000,TRUE,NA,"Summer",49,44,11,2152
"483","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Rui Silva","https://www.transfermarkt.com/rui-silva/profil/spieler/234811","Goalkeeper","27","Portugal","Granada CF","LaLiga","Spain",0,FALSE,NA,"Summer",54,32,0,2823
"484","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Juan Miranda","https://www.transfermarkt.com/juan-miranda/profil/spieler/341227","Left-Back","21","Spain","Barcelona","LaLiga","Spain",0,FALSE,NA,"Summer",44,23,1,1369
"485","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Youssouf Sabaly","https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492","Right-Back","28","Senegal","G. Bordeaux","Ligue 1","France",0,FALSE,NA,"Summer",26,17,0,1409
"486","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Héctor Bellerín","https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217","Right-Back","26","Spain","Arsenal","Premier League","England",NA,TRUE,"loan transfer","Summer",44,32,0,2562
"487","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Rodri Sánchez","https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995","Right Winger","21","Spain","Betis Deportivo","Primera Federación - Gr. II","Spain",NA,FALSE,"-","Summer",44,28,1,1105
"488","Real Betis Balompié","LaLiga","Spain","2021","Arrivals","Rober González","https://www.transfermarkt.com/rober-gonzalez/profil/spieler/505675","Right Winger","20","Spain","UD Las Palmas","LaLiga2","Spain",NA,TRUE,"End of loan Jun 30, 2021","Summer",17,8,0,224
