PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Adrian Benedyczak,"€ 14,808","€ 770,000","€ 770,000",F,24,Poland,Parma,Serie A
Lucas Da Cunha,"€ 14,808","€ 770,000","€ 770,000",M,23,France,Como,Serie A
Lautaro Valenti,"€ 14,808","€ 770,000","€ 770,000",D,26,Argentina,Parma,Serie A
Abdou Harroui,"€ 14,808","€ 770,000","€ 770,000",M,27,Morocco,Hellas Verona,Serie A
Yordan Osorio,"€ 14,808","€ 770,000","€ 770,000",D,30,Venezuela,Parma,Serie A
Brandon Soppy,"€ 14,808","€ 770,000","€ 770,000",D,22,France,Atalanta,Serie A
Lassana Coulibaly,"€ 14,808","€ 770,000","€ 770,000",M,28,Mali,Lecce,Serie A
Ridgeciano Haps,"€ 14,808","€ 770,000","€ 770,000",D,31,Suriname,Venezia,Serie A
Caleb Ekuban,"€ 14,808","€ 770,000","€ 770,000",F,30,Ghana,Genoa,Serie A
Giovanni Fabbian,"€ 14,231","€ 740,000","€ 740,000",F,22,Italy,Bologna,Serie A
Alessandro Zanoli,"€ 14,231","€ 740,000","€ 740,000",D,24,Italy,Genoa,Serie A
Tete Morente,"€ 14,231","€ 740,000","€ 740,000",F,28,Spain,Lecce,Serie A
Benjamin Siegrist,"€ 14,231","€ 740,000","€ 740,000",K,33,Switzerland,Genoa,Serie A
Vasilije Adžić,"€ 14,231","€ 740,000","€ 740,000",F,18,Montenegro,Juventus,Serie A
Edoardo Goldaniga,"€ 14,231","€ 740,000","€ 740,000",D,31,Italy,Como,Serie A
Federico Barba,"€ 14,231","€ 740,000","€ 740,000",D,31,Italy,Como,Serie A
Cheikh Niasse,"€ 14,231","€ 740,000","€ 740,000",M,25,Senegal,Hellas Verona,Serie A
Gaetano Oristanio,"€ 14,231","€ 740,000","€ 740,000",F,22,Italy,Venezia,Serie A
Gabriel Strefezza,"€ 14,231","€ 740,000","€ 740,000",F,27,Brazil,Como,Serie A
Rui Modesto,"€ 14,231","€ 740,000","€ 740,000",M,25,Angola,Udinese,Serie A
Alessandro Deiola,"€ 14,231","€ 740,000","€ 740,000",M,29,Italy,Cagliari,Serie A
Sebastiano Esposito,"€ 14,231","€ 740,000","€ 740,000",F,22,Italy,Empoli,Serie A
Matías Moreno,"€ 14,231","€ 740,000","€ 740,000",D,21,Argentina,Fiorentina,Serie A
Benjamín Domínguez,"€ 14,231","€ 740,000","€ 740,000",F,21,Argentina,Bologna,Serie A
Koni De Winter,"€ 14,231","€ 740,000","€ 740,000",D,22,Belgium,Genoa,Serie A
Damián Pizarro,"€ 14,231","€ 740,000","€ 740,000",F,19,Chile,Udinese,Serie A
Botond Balogh,"€ 14,231","€ 740,000","€ 740,000",D,22,Hungary,Parma,Serie A
Leandro Chichizola,"€ 14,231","€ 740,000","€ 740,000",K,34,Argentina,Parma,Serie A
Mathias Fjørtoft Løvik,"€ 14,231","€ 740,000","€ 740,000",D,21,Norway,Parma,Serie A
Antonio Raimondo,"€ 14,231","€ 740,000","€ 740,000",F,20,Italy,Venezia,Serie A
Federico Ravaglia,"€ 14,231","€ 740,000","€ 740,000",K,25,Italy,Bologna,Serie A
Stefano Sabelli,"€ 12,500","€ 650,000","€ 650,000",D,32,Italy,Genoa,Serie A
Mihajlo Ilić,"€ 12,500","€ 650,000","€ 650,000",D,21,Serbia,Bologna,Serie A
Daniel Silva,"€ 12,500","€ 650,000","€ 650,000",M,24,Portugal,Hellas Verona,Serie A
David Ankeye,"€ 12,500","€ 650,000","€ 650,000",F,22,Nigeria,Genoa,Serie A
Alessandro Marcandalli,"€ 12,500","€ 650,000","€ 650,000",D,21,Italy,Genoa,Serie A
Filip Marchwinski,"€ 12,500","€ 650,000","€ 650,000",F,23,Poland,Lecce,Serie A
Gaby Jean,"€ 12,500","€ 650,000","€ 650,000",D,24,France,Lecce,Serie A
Patrick Dorgu,"€ 12,500","€ 650,000","€ 650,000",D,19,Denmark,Lecce,Serie A
Alessandro Marcandalli,"€ 12,500","€ 650,000","€ 650,000",D,22,Italy,Venezia,Serie A
Souleymane Isaak Touré,"€ 12,500","€ 650,000","€ 650,000",D,21,France,Udinese,Serie A
Răzvan Sava,"€ 12,500","€ 650,000","€ 650,000",K,22,Romania,Udinese,Serie A
Mattia Viti,"€ 12,500","€ 650,000","€ 650,000",D,23,Italy,Empoli,Serie A
Mattia Valoti,"€ 12,500","€ 650,000","€ 650,000",M,30,Italy,Monza,Serie A
Michel Ndary Adopo,"€ 12,500","€ 650,000","€ 650,000",M,24,France,Cagliari,Serie A
Flavius Daniliuc,"€ 12,308","€ 640,000","€ 640,000",D,23,Austria,Hellas Verona,Serie A
Elia Caprile,"€ 12,308","€ 640,000","€ 640,000",K,23,Italy,Cagliari,Serie A
Saba Sazonov,"€ 12,308","€ 640,000","€ 640,000",D,23,Georgia,Empoli,Serie A
Domen Crnigoj,"€ 12,308","€ 640,000","€ 640,000",M,29,Slovenia,Venezia,Serie A
Lameck Banda,"€ 12,308","€ 640,000","€ 640,000",F,24,Zambia,Lecce,Serie A
Mateusz Wieteska,"€ 12,308","€ 640,000","€ 640,000",D,27,Poland,Cagliari,Serie A
Joan González,"€ 12,308","€ 640,000","€ 640,000",M,23,Spain,Lecce,Serie A
Patrick Cutrone,"€ 12,308","€ 640,000","€ 640,000",F,27,Italy,Como,Serie A
Samuel Iling-Junior,"€ 12,308","€ 640,000","€ 640,000",F,20,England,Bologna,Serie A
Elia Caprile,"€ 12,308","€ 640,000","€ 640,000",K,23,Italy,Napoli,Serie A
Simon Sohm,"€ 12,308","€ 640,000","€ 640,000",M,23,Switzerland,Parma,Serie A
Tyronne Ebuehi,"€ 12,308","€ 640,000","€ 640,000",D,29,Nigeria,Empoli,Serie A
Rémi Oudin,"€ 12,308","€ 640,000","€ 640,000",F,27,France,Lecce,Serie A
Oliver Christensen,"€ 12,308","€ 640,000","€ 640,000",K,25,Denmark,Fiorentina,Serie A
Antoine Bernede,"€ 11,731","€ 610,000","€ 610,000",M,25,France,Hellas Verona,Serie A
Kialonda Gaspar,"€ 11,346","€ 590,000","€ 590,000",D,27,Angola,Lecce,Serie A
Gabriel Charpentier,"€ 11,346","€ 590,000","€ 590,000",F,25,Congo,Parma,Serie A
Ylber Ramadani,"€ 11,154","€ 580,000","€ 580,000",M,28,Albania,Lecce,Serie A
Oussama El Azzouzi,"€ 11,154","€ 580,000","€ 580,000",M,23,Morocco,Bologna,Serie A
Valentin Mihăilă,"€ 11,154","€ 580,000","€ 580,000",F,25,Romania,Parma,Serie A
Marin Šverko,"€ 11,154","€ 580,000","€ 580,000",D,27,Croatia,Venezia,Serie A
Richie Sagrado,"€ 10,769","€ 560,000","€ 560,000",D,21,Belgium,Venezia,Serie A
Rareș Burnete,"€ 10,769","€ 560,000","€ 560,000",F,21,Romania,Lecce,Serie A
Filip Stankovic,"€ 10,769","€ 560,000","€ 560,000",K,22,Serbia,Venezia,Serie A
Riccardo Sottil,"€ 10,769","€ 560,000","€ 560,000",F,25,Italy,AC Milan,Serie A
Riccardo Sottil,"€ 10,769","€ 560,000","€ 560,000",F,25,Italy,Fiorentina,Serie A
Kacper Urbanski,"€ 10,769","€ 560,000","€ 560,000",M,20,Poland,Bologna,Serie A
Kacper Urbanski,"€ 10,769","€ 560,000","€ 560,000",M,20,Poland,Monza,Serie A
Keita Baldé,"€ 10,769","€ 560,000","€ 560,000",F,30,Senegal,Monza,Serie A
Nicola Zalewski,"€ 10,769","€ 560,000","€ 560,000",M,22,Poland,Roma,Serie A
Daniel Mosquera,"€ 10,769","€ 560,000","€ 560,000",F,25,Colombia,Hellas Verona,Serie A
Santiago Pierotti,"€ 10,769","€ 560,000","€ 560,000",F,23,Argentina,Lecce,Serie A
Carlo Pinsoglio,"€ 10,769","€ 560,000","€ 560,000",K,34,Italy,Juventus,Serie A
Omari Forson,"€ 10,769","€ 560,000","€ 560,000",F,20,England,Monza,Serie A
Roberto Piccoli,"€ 10,769","€ 560,000","€ 560,000",F,24,Italy,Cagliari,Serie A
Álex Valle,"€ 10,769","€ 560,000","€ 560,000",D,20,Spain,Como,Serie A
Konan N’Dri,"€ 10,769","€ 560,000","€ 560,000",F,24,Cote d'Ivoire,Lecce,Serie A
Antonio Donnarumma,"€ 10,769","€ 560,000","€ 560,000",K,34,Italy,Torino,Serie A
Tino Anjorin,"€ 10,769","€ 560,000","€ 560,000",F,23,England,Empoli,Serie A
Alberto Paleari,"€ 10,769","€ 560,000","€ 560,000",K,32,Italy,Torino,Serie A
Joël Schingtienne,"€ 10,769","€ 560,000","€ 560,000",D,22,Belgium,Venezia,Serie A
Mateo Pellegrino,"€ 10,769","€ 560,000","€ 560,000",F,23,Argentina,Parma,Serie A
Christian Früchtl,"€ 10,769","€ 560,000","€ 560,000",K,25,Germany,Lecce,Serie A
Samuel Mbangula,"€ 10,769","€ 560,000","€ 560,000",F,21,Belgium,Juventus,Serie A
Luis Hasa,"€ 10,769","€ 560,000","€ 560,000",M,21,Italy,Napoli,Serie A
Giovanni Leoni,"€ 10,769","€ 560,000","€ 560,000",D,18,Italy,Parma,Serie A
Nikita Contini,"€ 10,769","€ 560,000","€ 560,000",K,28,Italy,Napoli,Serie A
Ivan Smolcic,"€ 10,769","€ 560,000","€ 560,000",D,24,Croatia,Como,Serie A
Casper Tengstedt,"€ 10,385","€ 540,000","€ 540,000",F,24,Denmark,Hellas Verona,Serie A
Ange-Yoan Bonny,"€ 10,385","€ 540,000","€ 540,000",F,21,France,Parma,Serie A
Mirko Maric,"€ 10,192","€ 530,000","€ 530,000",F,29,Croatia,Monza,Serie A
Mirko Marić,"€ 10,192","€ 530,000","€ 530,000",F,29,Croatia,Venezia,Serie A
Martin Frese,"€ 10,000","€ 520,000","€ 520,000",D,27,Denmark,Hellas Verona,Serie A
Tomas Suslov,"€ 9,808","€ 510,000","€ 510,000",F,22,Slovakia,Hellas Verona,Serie A
Alan Matturro,"€ 9,808","€ 510,000","€ 510,000",D,20,Uruguay,Genoa,Serie A
Georgios Kyriakopoulos,"€ 9,808","€ 510,000","€ 510,000",M,29,Greece,Monza,Serie A
Jordan Zemura,"€ 9,808","€ 510,000","€ 510,000",D,25,Zimbabwe,Udinese,Serie A
Enzo Ebosse,"€ 9,808","€ 510,000","€ 510,000",D,25,Cameroon,Udinese,Serie A
Lorenzo Montipò,"€ 9,615","€ 500,000","€ 500,000",K,28,Italy,Hellas Verona,Serie A
Faride Alidou,"€ 9,231","€ 480,000","€ 480,000",F,23,Germany,Hellas Verona,Serie A
Daniele Ghilardi,"€ 8,846","€ 460,000","€ 460,000",D,22,Italy,Hellas Verona,Serie A
Tommaso Corazza,"€ 8,846","€ 460,000","€ 460,000",D,20,Italy,Bologna,Serie A
Lorenzo Lucca,"€ 8,846","€ 460,000","€ 460,000",F,24,Italy,Udinese,Serie A
Danilo Veiga,"€ 8,846","€ 460,000","€ 460,000",D,22,Portugal,Lecce,Serie A
David Pejičić,"€ 8,846","€ 460,000","€ 460,000",F,17,Slovenia,Udinese,Serie A
Moutir Chajia,"€ 8,846","€ 460,000","€ 460,000",F,26,Belgium,Como,Serie A
Matthias Braunöder,"€ 8,846","€ 460,000","€ 460,000",M,22,Austria,Como,Serie A
Andy Pelmard,"€ 8,846","€ 460,000","€ 460,000",D,24,France,Lecce,Serie A
Iván Azón,"€ 8,846","€ 460,000","€ 460,000",F,22,Spain,Como,Serie A
Ignace Van der Brempt,"€ 8,846","€ 460,000","€ 460,000",D,22,Belgium,Como,Serie A
Mario Balotelli,"€ 8,846","€ 460,000","€ 460,000",F,34,Italy,Genoa,Serie A
Estanis Pedrola,"€ 8,846","€ 460,000","€ 460,000",F,21,Spain,Bologna,Serie A
Nicola Leali,"€ 8,846","€ 460,000","€ 460,000",K,31,Italy,Genoa,Serie A
Alessandro Berardi,"€ 8,846","€ 460,000","€ 460,000",K,34,Italy,Hellas Verona,Serie A
Ayanda Sishuba,"€ 8,846","€ 460,000","€ 460,000",F,19,Belgium,Hellas Verona,Serie A
Diego Coppola,"€ 8,846","€ 460,000","€ 460,000",D,21,Italy,Hellas Verona,Serie A
Simone Perilli,"€ 8,846","€ 460,000","€ 460,000",K,30,Italy,Hellas Verona,Serie A
Dailon Livramento,"€ 8,846","€ 460,000","€ 460,000",F,23,Cape Verde,Hellas Verona,Serie A
Mattia Felici,"€ 8,846","€ 460,000","€ 460,000",F,23,Italy,Cagliari,Serie A
Simone Pafundi,"€ 8,846","€ 460,000","€ 460,000",F,18,Italy,Udinese,Serie A
Oier Zarraga,"€ 8,654","€ 450,000","€ 450,000",M,26,Spain,Udinese,Serie A
Nikola Krstović,"€ 8,654","€ 450,000","€ 450,000",F,24,Montenegro,Lecce,Serie A
Michael Svoboda,"€ 8,654","€ 450,000","€ 450,000",D,26,Austria,Venezia,Serie A
Jackson Tchatchoua,"€ 8,654","€ 450,000","€ 450,000",D,23,Cameroon,Hellas Verona,Serie A
Jay Idzes,"€ 8,654","€ 450,000","€ 450,000",D,24,Indonesia,Venezia,Serie A
Gino Infantino,"€ 8,654","€ 450,000","€ 450,000",M,21,Argentina,Fiorentina,Serie A
Matteo Prati,"€ 8,462","€ 440,000","€ 440,000",M,21,Italy,Cagliari,Serie A
Kevin Zeroli,"€ 7,885","€ 410,000","€ 410,000",M,20,Italy,Monza,Serie A
Amine Salama,"€ 7,885","€ 410,000","€ 410,000",F,24,France,Torino,Serie A
Hamza Rafia,"€ 7,885","€ 410,000","€ 410,000",M,25,Tunisia,Lecce,Serie A
Francesco Zampano,"€ 7,885","€ 410,000","€ 410,000",D,31,Italy,Venezia,Serie A
Kevin Zeroli,"€ 7,885","€ 410,000","€ 410,000",M,19,Italy,AC Milan,Serie A
Paweł Dawidowicz,"€ 7,308","€ 380,000","€ 380,000",D,29,Poland,Hellas Verona,Serie A
Simone Scuffet,"€ 7,308","€ 380,000","€ 380,000",K,28,Italy,Cagliari,Serie A
Pedro Pereira,"€ 7,308","€ 380,000","€ 380,000",D,27,Portugal,Monza,Serie A
Bjarki Steinn Bjarkason,"€ 7,308","€ 380,000","€ 380,000",M,24,Iceland,Venezia,Serie A
Simone Scuffet,"€ 7,308","€ 380,000","€ 380,000",K,28,Italy,Napoli,Serie A
Warren Bondo,"€ 7,308","€ 380,000","€ 380,000",M,20,France,Monza,Serie A
Tobias Slotsager,"€ 7,115","€ 370,000","€ 370,000",D,19,Denmark,Hellas Verona,Serie A
Gianluca Di Chiara,"€ 7,115","€ 370,000","€ 370,000",D,30,Italy,Parma,Serie A
Juan Manuel Cruz,"€ 7,115","€ 370,000","€ 370,000",F,25,Argentina,Hellas Verona,Serie A
Balthazar Pierret,"€ 7,115","€ 370,000","€ 370,000",M,24,France,Lecce,Serie A
Daniele Padelli,"€ 7,115","€ 370,000","€ 370,000",K,39,Italy,Udinese,Serie A
Lorenzo De Silvestri,"€ 7,115","€ 370,000","€ 370,000",D,37,Italy,Bologna,Serie A
Luca Fiordilino,"€ 7,115","€ 370,000","€ 370,000",M,28,Italy,Venezia,Serie A
Jacopo Fazzini,"€ 7,115","€ 370,000","€ 370,000",M,21,Italy,Empoli,Serie A
Jonas Rouhi,"€ 7,115","€ 370,000","€ 370,000",D,21,Sweden,Juventus,Serie A
Medon Berisha,"€ 7,115","€ 370,000","€ 370,000",M,21,Albania,Lecce,Serie A
Eddie Salcedo,"€ 7,115","€ 370,000","€ 370,000",F,22,Italy,Inter Milan,Serie A
Lorenzo Torriani,"€ 7,115","€ 370,000","€ 370,000",K,20,Italy,AC Milan,Serie A
Luca Marianucci,"€ 7,115","€ 370,000","€ 370,000",D,20,Italy,Empoli,Serie A
Gastón Pereiro,"€ 7,115","€ 370,000","€ 370,000",F,29,Uruguay,Genoa,Serie A
Giorgio Altare,"€ 7,115","€ 370,000","€ 370,000",D,26,Italy,Venezia,Serie A
Hans Nicolussi Caviglia,"€ 7,115","€ 370,000","€ 370,000",M,24,Italy,Venezia,Serie A
Issa Doumbia,"€ 7,115","€ 370,000","€ 370,000",M,21,Italy,Venezia,Serie A
Emirhan İlkhan,"€ 6,731","€ 350,000","€ 350,000",M,20,Turkey,Torino,Serie A
Tiago Gabriel,"€ 6,346","€ 330,000","€ 330,000",D,20,Portugal,Lecce,Serie A
Andri Fannar Baldursson,"€ 6,346","€ 330,000","€ 330,000",M,23,Iceland,Bologna,Serie A
Mathis Lambourde,"€ 6,346","€ 330,000","€ 330,000",F,19,France,Hellas Verona,Serie A
Alessio Zerbin,"€ 6,346","€ 330,000","€ 330,000",F,25,Italy,Venezia,Serie A
Alessio Zerbin,"€ 6,346","€ 330,000","€ 330,000",F,25,Italy,Napoli,Serie A
Patrizio Masini,"€ 6,346","€ 330,000","€ 330,000",M,24,Italy,Genoa,Serie A
Filippo Melegoni,"€ 6,346","€ 330,000","€ 330,000",M,25,Italy,Genoa,Serie A
Arvid Brorsson,"€ 6,346","€ 330,000","€ 330,000",D,25,Sweden,Monza,Serie A
Samuele Perisan,"€ 6,346","€ 330,000","€ 330,000",K,27,Italy,Empoli,Serie A
Lucas Gourna-Douath,"€ 6,154","€ 320,000","€ 320,000",M,21,France,Roma,Serie A
Mohamed Kaba,"€ 6,154","€ 320,000","€ 320,000",M,23,France,Lecce,Serie A
Liberato Cacace,"€ 6,154","€ 320,000","€ 320,000",D,24,New Zealand,Empoli,Serie A
Thomas Kristensen,"€ 6,154","€ 320,000","€ 320,000",D,23,Denmark,Udinese,Serie A
Bruno Bertinato,"€ 6,154","€ 320,000","€ 320,000",K,26,Brazil,Venezia,Serie A
Devis Vásquez,"€ 5,962","€ 310,000","€ 310,000",K,26,Colombia,Empoli,Serie A
Jeff Ekhator,"€ 5,962","€ 310,000","€ 310,000",F,18,Italy,Genoa,Serie A
Christian Corradi,"€ 5,769","€ 300,000","€ 300,000",D,19,Italy,Hellas Verona,Serie A
Franz Stolz,"€ 5,769","€ 300,000","€ 300,000",K,23,Austria,Genoa,Serie A
Alieu Njie,"€ 5,769","€ 300,000","€ 300,000",F,19,Sweden,Torino,Serie A
Niklas Pyyhtiä,"€ 5,385","€ 280,000","€ 280,000",M,20,Finland,Bologna,Serie A
Raffaele Di Gennaro,"€ 5,385","€ 280,000","€ 280,000",K,31,Italy,Inter Milan,Serie A
Sebastian Otoa,"€ 5,385","€ 280,000","€ 280,000",D,20,Denmark,Genoa,Serie A
Elijah Scott,"€ 5,385","€ 280,000","€ 280,000",D,19,Germany,Lecce,Serie A
Luis Hasa,"€ 5,385","€ 280,000","€ 280,000",M,20,Italy,Lecce,Serie A
Marco Sala,"€ 5,385","€ 280,000","€ 280,000",D,25,Italy,Lecce,Serie A
Marco Sala,"€ 5,385","€ 280,000","€ 280,000",D,25,Italy,Como,Serie A
Edoardo Corvi,"€ 5,385","€ 280,000","€ 280,000",K,23,Italy,Parma,Serie A
Ben Lhassine Kone,"€ 5,385","€ 280,000","€ 280,000",M,24,Cote d'Ivoire,Como,Serie A
Matteo Grandi,"€ 5,385","€ 280,000","€ 280,000",K,32,Italy,Venezia,Serie A
Buba Sangaré,"€ 5,385","€ 280,000","€ 280,000",D,17,Spain,Roma,Serie A
Ali Dembélé,"€ 5,385","€ 280,000","€ 280,000",M,21,France,Torino,Serie A
Nicola Bagnolini,"€ 5,385","€ 280,000","€ 280,000",K,20,Italy,Bologna,Serie A
Zanos Savva,"€ 5,385","€ 280,000","€ 280,000",F,19,Cyprus,Torino,Serie A
Arthur Atta,"€ 5,385","€ 280,000","€ 280,000",M,22,France,Udinese,Serie A
Iker Bravo,"€ 5,385","€ 280,000","€ 280,000",F,20,Spain,Udinese,Serie A
Fali Candé,"€ 5,385","€ 280,000","€ 280,000",D,27,Guinea-Bissau,Venezia,Serie A
Franco Carboni,"€ 5,385","€ 280,000","€ 280,000",D,21,Argentina,Venezia,Serie A
Yllan Okou,"€ 5,385","€ 280,000","€ 280,000",D,22,France,Hellas Verona,Serie A
Reda Belahyane,"€ 5,385","€ 280,000","€ 280,000",M,20,France,Hellas Verona,Serie A
Mattia Chiesa,"€ 5,385","€ 280,000","€ 280,000",K,24,Italy,Hellas Verona,Serie A
Luca Monticelli,"€ 5,385","€ 280,000","€ 280,000",F,19,Belgium,Hellas Verona,Serie A
Woyo Coulibaly,"€ 5,192","€ 270,000","€ 270,000",D,25,France,Parma,Serie A
Daniele Sommariva,"€ 5,000","€ 260,000","€ 260,000",K,27,Italy,Genoa,Serie A
Daniel Oyegoke,"€ 5,000","€ 260,000","€ 260,000",D,22,England,Hellas Verona,Serie A
Antoine Hainaut,"€ 5,000","€ 260,000","€ 260,000",D,22,France,Parma,Serie A
Kingstone Mutandwa,"€ 4,615","€ 240,000","€ 240,000",F,22,Zambia,Cagliari,Serie A
Davide Diaw,"€ 4,231","€ 220,000","€ 220,000",F,32,Italy,Monza,Serie A
Semuel Pizzignacco,"€ 4,231","€ 220,000","€ 220,000",K,23,Italy,Monza,Serie A
Stefan Leković,"€ 4,231","€ 220,000","€ 220,000",D,21,Serbia,Monza,Serie A
Marco Palestra,"€ 4,231","€ 220,000","€ 220,000",M,19,Italy,Atalanta,Serie A
Magnus Kofod Andersen,"€ 4,231","€ 220,000","€ 220,000",M,25,Denmark,Venezia,Serie A
Alen Sherri,"€ 4,231","€ 220,000","€ 220,000",K,27,Albania,Cagliari,Serie A
Federico Magro,"€ 4,231","€ 220,000","€ 220,000",K,19,Italy,Hellas Verona,Serie A
Cristo Muñoz,"€ 4,231","€ 220,000","€ 220,000",F,20,Spain,Lazio,Serie A
Anas Haj Mohamed,"€ 4,231","€ 220,000","€ 220,000",F,19,Tunisia,Parma,Serie A
Honest Ahanor,"€ 3,654","€ 190,000","€ 190,000",D,16,Italy,Genoa,Serie A
Ali Jasim,"€ 3,654","€ 190,000","€ 190,000",F,20,Iraq,Como,Serie A
Pierre Bolchini,"€ 3,654","€ 190,000","€ 190,000",K,25,Italy,Como,Serie A
Junior Ajayi,"€ 3,654","€ 190,000","€ 190,000",F,20,Cote d'Ivoire,Hellas Verona,Serie A
Emmanuel Ekong,"€ 3,654","€ 190,000","€ 190,000",F,22,Sweden,Empoli,Serie A
Grigoris Kastanos,"€ 3,654","€ 190,000","€ 190,000",F,27,Cyprus,Hellas Verona,Serie A
Federico Brancolini,"€ 3,654","€ 190,000","€ 190,000",K,23,Italy,Empoli,Serie A
Lior Kassa,"€ 3,654","€ 190,000","€ 190,000",M,19,Israel,Genoa,Serie A
Francesco Rossi,"€ 3,654","€ 190,000","€ 190,000",K,33,Italy,Atalanta,Serie A
Luca Belardinelli,"€ 3,654","€ 190,000","€ 190,000",M,23,Italy,Empoli,Serie A
Matteo Palma,"€ 3,654","€ 190,000","€ 190,000",D,16,Germany,Udinese,Serie A
Alessandro Bianco,"€ 3,654","€ 190,000","€ 190,000",M,22,Italy,Monza,Serie A
Joel Voelkerling Persson,"€ 3,654","€ 190,000","€ 190,000",F,22,Sweden,Lecce,Serie A
Naj Razi,"€ 3,269","€ 170,000","€ 170,000",F,18,Ireland,Como,Serie A
Federico Accornero,"€ 3,269","€ 170,000","€ 170,000",F,20,Italy,Genoa,Serie A
Filipe Bordon,"€ 3,269","€ 170,000","€ 170,000",D,19,Brazil,Lazio,Serie A
Karlson Nwanege,"€ 3,269","€ 170,000","€ 170,000",D,19,Sweden,Hellas Verona,Serie A
Niccolò Pisilli,"€ 3,269","€ 170,000","€ 170,000",M,20,Italy,Roma,Serie A
Giuseppe Mazzaglia,"€ 3,269","€ 170,000","€ 170,000",M,18,Italy,Como,Serie A
Mauro Vigorito,"€ 3,269","€ 170,000","€ 170,000",K,34,Italy,Como,Serie A
Andrea Mazza,"€ 3,269","€ 170,000","€ 170,000",K,20,Italy,Monza,Serie A
Drissa Camara,"€ 3,269","€ 170,000","€ 170,000",M,22,Cote d'Ivoire,Parma,Serie A
Filippo Neri,"€ 3,269","€ 170,000","€ 170,000",K,21,Italy,Venezia,Serie A
Joselito,"€ 3,269","€ 170,000","€ 170,000",M,20,Spain,Hellas Verona,Serie A
Samuele Vignato,"€ 3,269","€ 170,000","€ 170,000",F,20,Italy,Monza,Serie A
Saad El Haddad,"€ 2,885","€ 150,000","€ 150,000",F,19,Morocco,Venezia,Serie A
Axel Guessand,"€ 2,885","€ 150,000","€ 150,000",D,19,France,Udinese,Serie A
Davide Renzetti,"€ 2,885","€ 150,000","€ 150,000",K,18,Italy,Lazio,Serie A
Fellipe Jack,"€ 2,885","€ 150,000","€ 150,000",D,19,Brazil,Como,Serie A
Richard Marcone,"€ 2,885","€ 150,000","€ 150,000",K,32,Italy,Parma,Serie A
Alessio Iovine,"€ 2,885","€ 150,000","€ 150,000",M,34,Italy,Como,Serie A
Saba Goglichidze,"€ 2,885","€ 150,000","€ 150,000",D,20,Georgia,Empoli,Serie A
Ange Caumenan N'Guessan,"€ 2,885","€ 150,000","€ 150,000",D,21,France,Torino,Serie A
Côme Bianay Balcot,"€ 2,885","€ 150,000","€ 150,000",D,19,France,Torino,Serie A
Claudio Turi,"€ 2,885","€ 150,000","€ 150,000",K,19,Italy,Napoli,Serie A
Alexandru Borbei,"€ 2,885","€ 150,000","€ 150,000",K,21,Romania,Lecce,Serie A
Sekou Diawara,"€ 2,500","€ 130,000","€ 130,000",F,20,Belgium,Udinese,Serie A
Kevin Martins,"€ 2,500","€ 130,000","€ 130,000",F,20,Italy,Monza,Serie A
Vernon Addo,"€ 2,500","€ 130,000","€ 130,000",D,19,Netherlands,Lecce,Serie A
Ed McJannet,"€ 2,500","€ 130,000","€ 130,000",M,20,Ireland,Lecce,Serie A
Diego González,"€ 2,500","€ 130,000","€ 130,000",F,21,Paraguay,Lazio,Serie A
